Customer,recency,frequency,monetary,R_Quartile,F_Quartile,M_Quartile,RFMClass
Taylor Bailey,240,3,69.97,3,3,3,333
Taylor Barnes,126,7,5137.708199999999,2,1,1,211
Taylor Bell,195,1,29.99,3,4,4,344
Taylor Bennett,156,3,63.97,2,3,3,233
Taylor Brooks,255,3,45.580000000000005,3,3,4,334
Taylor Brown,146,2,27.279999999999998,2,3,4,234
Taylor Bryant,240,3,1376.97,3,3,2,332
Taylor Butler,198,3,579.97,3,3,2,332
Taylor Coleman,301,2,13.98,4,3,4,434
Taylor Cook,378,3,1785.97,4,3,2,432
Taylor Cooper,27,4,45.22,1,2,4,124
Taylor Cox,223,4,81.76,3,2,3,323
Taylor Davis,38,3,6016.33,1,3,1,131
Taylor Diaz,167,2,1174.48,2,3,2,232
Taylor Flores,532,1,2071.4196,4,4,2,442
Taylor Foster,54,5,2391.939999999999,1,1,2,112
Taylor Garcia,363,4,5930.23,4,2,1,421
Taylor Gonzales,79,4,1169.46,1,2,2,122
Taylor Gray,100,3,23.97,2,3,4,234
Taylor Griffin,185,2,574.98,3,3,2,332
Taylor Hall,231,2,1735.98,3,3,2,332
Taylor Harris,359,3,37.269999999999996,4,3,4,434
Taylor Henderson,99,4,3104.5681999999997,2,2,1,221
Taylor Howard,373,5,5922.23,4,1,1,411
Taylor Hughes,266,3,1804.9175,4,3,2,432
Taylor Jackson,29,3,23.97,1,3,4,134
Taylor James,279,2,34.98,4,3,4,434
Taylor Jenkins,280,4,600.46,4,2,2,422
Taylor Johnson,61,1,4.99,1,4,4,144
Taylor Jones,51,3,2351.9599999999996,1,3,2,132
Taylor Kelly,38,1,539.99,1,4,2,142
Taylor Lee,84,6,1668.8975,1,1,2,112
Taylor Lewis,384,5,6058.25,4,1,1,411
Taylor Martin,20,2,39.980000000000004,1,3,4,134
Taylor Martinez,152,2,2563.35,2,3,1,231
Taylor Miller,35,3,86.27000000000001,1,3,3,133
Taylor Moore,209,5,4564.449999999999,3,1,1,311
Taylor Morgan,200,3,2457.3299999999995,3,3,2,332
Taylor Morris,328,1,4.99,4,4,4,444
Taylor Murphy,165,2,1170.48,2,3,2,232
Taylor Patterson,76,13,271.45,1,1,3,113
Taylor Perry,396,2,1750.98,4,3,2,432
Taylor Peterson,341,4,2825.4281999999994,4,2,1,421
Taylor Powell,311,3,49.97,4,3,3,433
Taylor Price,393,1,2443.35,4,4,2,442
Taylor Ramirez,231,5,4389.589999999999,3,1,1,311
Taylor Reed,254,3,1195.47,3,3,2,332
Taylor Richardson,342,2,1129.48,4,3,2,432
Taylor Rivera,312,2,58.980000000000004,4,3,3,433
Taylor Robinson,96,2,29.479999999999997,2,3,4,234
Taylor Rodriguez,24,5,103.54999999999998,1,1,3,113
Taylor Rogers,282,3,4498.532499999999,4,3,1,431
Taylor Ross,238,3,2822.7596,3,3,1,331
Taylor Russell,286,3,187.98,4,3,3,433
Taylor Sanders,130,1,32.6,2,4,4,244
Taylor Smith,334,3,148.47,4,3,3,433
Taylor Stewart,33,6,4879.799999999999,1,1,1,111
Taylor Taylor,55,6,4899.0199999999995,1,1,1,111
Taylor Thomas,120,3,4329.61,2,3,1,231
Taylor Torres,186,5,205.44,3,1,3,313
Taylor Walker,14,5,131.44,1,1,3,113
Taylor Ward,190,2,25.479999999999997,3,3,4,334
Taylor Washington,31,4,4525.0682,1,2,1,121
Taylor Watson,55,2,5962.34,1,3,1,131
Taylor White,112,5,1589.3975,2,1,2,212
Taylor Williams,264,3,4498.532499999999,4,3,1,431
Taylor Wilson,129,2,548.98,2,3,2,232
Taylor Wood,347,2,82.59,4,3,3,433
Teresa Alonso,183,3,83.97,3,3,3,333
Teresa Alvarez,96,2,23.779999999999998,2,3,4,234
Teresa Blanco,552,1,2071.4196,4,4,2,442
Teresa Carlson,85,5,4411.3682,2,1,1,211
Teresa Diaz,35,4,3071.0324999999993,1,2,1,121
Teresa Dominguez,328,3,42.93,4,3,4,434
Teresa Gill,6,5,121.45,1,1,3,113
Teresa Gomez,167,5,2760.022499999999,2,1,1,211
Teresa Gutierrez,60,4,5888.24,1,2,1,121
Teresa Jimenez,214,3,3356.0424999999996,3,3,1,331
Teresa Martin,203,3,48.97,3,3,4,334
Teresa Munoz,33,2,1174.48,1,3,2,132
Teresa Navarro,182,2,7.28,3,3,4,334
Teresa Ortega,133,2,2419.06,2,3,2,232
Teresa Ramos,157,2,5898.26,2,3,1,231
Teresa Romero,181,2,6.28,3,3,4,334
Teresa Rubio,198,1,539.99,3,4,2,342
Teresa Ruiz,54,3,5900.55,1,3,1,131
Teresa Serrano,222,4,77.96,3,2,3,323
Teresa Torres,21,4,96.95000000000002,1,2,3,123
Teresa Vazquez,92,6,6491.73,2,1,1,211
Terrance Chandra,85,2,32.28,2,3,4,234
Terrance Fernandez,262,2,33.98,3,3,4,334
Terrance Garcia,259,4,3896.5324999999993,3,2,1,321
Terrance Gonzalez,50,1,2294.99,1,4,2,142
Terrance Jordan,46,4,3036.5325,1,2,1,121
Terrance Lopez,208,5,139.45,3,1,3,313
Terrance Madan,292,4,2183.9074999999993,4,2,2,422
Terrance Malhotra,31,8,187.38,1,1,3,113
Terrance Martinez,78,3,1274.0782000000002,1,3,2,132
Terrance Mehta,39,2,25.479999999999997,1,3,4,134
Terrance Perez,179,1,4.99,3,4,4,344
Terrance Raman,245,2,37.29,3,3,4,334
Terrance Rana,51,2,574.98,1,3,2,132
Terrance Rodriguez,237,11,10829.22,3,1,1,311
Terrance Sai,261,4,64.95,3,2,3,323
Terrance Sanchez,299,6,116.74,4,1,3,413
Terrance Sara,78,2,2483.98,1,3,2,132
Terrance Smith,373,5,3511.7574999999993,4,1,1,411
Terrance Subram,115,2,777.34,2,3,2,232
Terrance Suri,165,2,34.98,2,3,4,234
Terrence Anand,86,5,7162.389999999999,2,1,1,211
Terrence Andersen,34,2,574.98,1,3,2,132
Terrence Black,296,2,1750.98,4,3,2,432
Terrence Carson,89,8,5069.289999999999,2,1,1,211
Terrence Chander,343,3,4404.0782,4,3,1,431
Terrence Deng,126,2,574.98,2,3,2,232
Terrence Goel,252,5,138.45000000000002,3,1,3,313
Terrence Jai,341,3,553.97,4,3,2,432
Terrence Lal,45,6,94.23,1,1,3,113
Terrence Luo,218,1,8.99,3,4,4,344
Terrence Nara,53,3,565.47,1,3,2,132
Terrence Nath,66,1,4.99,1,4,4,144
Terrence Pal,79,2,59.980000000000004,1,3,3,133
Terrence Rai,220,3,2174.9174999999996,3,3,2,332
Terrence Raje,387,3,6030.61,4,3,1,431
Terrence Raji,119,3,187.98,2,3,3,233
Terrence Shan,168,2,32.28,3,3,4,334
Terrence Sharma,198,6,6117.69,3,1,1,311
Terrence She,187,3,3917.5424999999996,3,3,1,331
Terrence Tang,141,5,123.45,2,1,3,213
Terrence Xie,162,5,6917.592499999999,2,1,1,211
Terrence Xu,338,2,39.980000000000004,4,3,4,434
Terrence Yuan,102,7,2802.492499999999,2,1,1,211
Terry Black,12,4,118.96000000000001,1,2,3,123
Terry Champion,215,2,58.980000000000004,3,3,3,333
Terry Chander,753,1,2049.0982,4,4,2,442
Terry Deng,316,3,4153.33,4,3,1,431
Terry Jai,113,3,2435.0782,2,3,2,232
Terry Kumar,85,2,39.980000000000004,2,3,4,234
Terry Lal,143,5,6070.589999999999,2,1,1,211
Terry Luo,235,2,53.980000000000004,3,3,3,333
Terry Nara,44,3,1714.97,1,3,2,132
Terry Nath,318,2,6.28,4,3,4,434
Terry Pal,118,2,39.980000000000004,2,3,4,234
Terry Rai,160,4,5798.039999999999,2,2,1,221
Terry Raje,365,2,2393.06,4,3,2,432
Terry Raji,99,2,4391.4096,2,3,1,231
Terry Sharma,185,3,84.92,3,3,3,333
Terry She,112,2,1155.48,2,3,2,232
Terry Shen,143,2,78.97999999999999,2,3,3,233
Terry Tang,225,8,7004.572499999998,3,1,1,311
Terry Xie,252,3,2518.97,3,3,1,331
Terry Xu,78,3,15.23,1,3,4,134
Terry Yuan,54,8,6843.5982,1,1,1,111
Theodore Alonso,176,3,1147.77,3,3,2,332
Theodore Alvarez,267,2,38.980000000000004,4,3,4,434
Theodore Browning,67,5,4696.4925,1,1,1,111
Theodore Carlson,265,2,57.980000000000004,4,3,3,433
Theodore Diaz,150,3,74.98,2,3,3,233
Theodore Dominguez,81,4,4638.8925,1,2,1,121
Theodore Gill,60,4,41.26,1,2,4,124
Theodore Gomez,251,5,101.25,3,1,3,313
Theodore Gutierrez,224,1,2384.07,3,4,2,342
Theodore Hernandez,83,4,78.96,1,2,3,123
Theodore Jimenez,465,1,2049.0982,4,4,2,442
Theodore Martin,79,2,1174.48,1,3,2,132
Theodore Moreno,251,3,2518.97,3,3,1,331
Theodore Navarro,196,2,574.98,3,3,2,332
Theodore Ortega,180,3,27.769999999999996,3,3,4,334
Theodore Ramos,366,5,4958.28,4,1,1,411
Theodore Romero,278,4,1142.42,4,2,2,422
Theodore Rowe,227,4,2745.8224999999998,3,2,1,321
Theodore Ruiz,315,5,3214.0281999999993,4,1,1,411
Theodore Sanz,6,6,130.94000000000003,1,1,3,113
Theodore Serrano,387,3,1149.47,4,3,2,432
Theodore Suarez,81,4,5922.53,1,2,1,121
Theodore Torres,165,11,9450.322499999998,2,1,1,211
Theodore Vazquez,103,7,7206.369999999999,2,1,1,211
Theresa Alonso,244,2,2419.06,3,3,2,332
Theresa Alvarez,168,5,5923.23,3,1,1,311
Theresa Blanco,254,4,567.76,3,2,2,322
Theresa Carlson,179,6,109.44,3,1,3,313
Theresa Dominguez,301,3,5304.25,4,3,1,431
Theresa Hernandez,15,4,83.97,1,2,3,123
Theresa Jimenez,372,2,1155.48,4,3,2,432
Theresa Moreno,251,1,29.99,3,4,4,344
Theresa Munoz,40,6,6840.749599999999,1,1,1,111
Theresa Navarro,158,5,6044.589999999999,2,1,1,211
Theresa Ramos,76,6,6478.599999999999,1,1,1,111
Theresa Romero,274,1,4.99,4,4,4,444
Theresa Rubio,274,3,49.97,4,3,3,433
Theresa Schmidt,90,1,24.99,2,4,4,244
Theresa Serrano,271,5,55.480000000000004,4,1,3,413
Theresa Suarez,260,2,39.980000000000004,3,3,4,334
Theresa Torres,154,3,4632.8625,2,3,1,231
Theresa Vazquez,238,5,2749.3224999999993,3,1,1,311
Thomas Adams,902,1,3578.27,4,4,1,441
Thomas Alexander,85,2,7.28,2,3,4,234
Thomas Allen,347,3,36.96,4,3,4,434
Thomas Anderson,14,4,77.27000000000001,1,2,3,123
Thomas Baker,102,3,801.83,2,3,2,232
Thomas Brown,275,4,111.95,4,2,3,423
Thomas Bryant,25,3,64.47,1,3,3,133
Thomas Butler,47,3,5997.33,1,3,1,131
Thomas Campbell,357,2,58.980000000000004,4,3,3,433
Thomas Carter,172,3,69.97,3,3,3,333
Thomas Chen,12,1,21.98,1,4,4,144
Thomas Clark,387,1,539.99,4,4,2,442
Thomas Coleman,229,1,539.99,3,4,2,342
Thomas Collins,169,3,2478.24,3,3,2,332
Thomas Davis,252,3,1760.47,3,3,2,332
Thomas Diaz,267,3,595.96,4,3,2,432
Thomas Edwards,155,3,3112.9799999999996,2,3,1,231
Thomas Evans,364,3,23.97,4,3,4,434
Thomas Flores,313,3,2418.0499999999997,4,3,2,432
Thomas Foster,34,2,39.980000000000004,1,3,4,134
Thomas Garcia,304,2,548.98,4,3,2,432
Thomas Gonzales,4,2,39.980000000000004,1,3,4,134
Thomas Gonzalez,283,1,69.99,4,4,3,443
Thomas Green,36,2,1735.98,1,3,2,132
Thomas Griffin,263,6,125.42999999999999,3,1,3,313
Thomas Hall,106,3,3112.9699999999993,2,3,1,231
Thomas Harris,167,5,2744.522499999999,2,1,1,211
Thomas Harrison,282,4,5904.23,4,2,1,421
Thomas Henderson,304,3,71.58000000000001,4,3,3,433
Thomas Hernandez,272,1,2319.99,4,4,2,442
Thomas Hill,164,3,2972.7696,2,3,1,231
Thomas Hughes,67,5,2370.2199999999993,1,1,2,112
Thomas Jackson,267,1,69.99,4,4,3,443
Thomas Jai,149,5,5915.53,2,1,1,211
Thomas Jenkins,226,2,1735.98,3,3,2,332
Thomas Johnson,155,3,553.97,2,3,2,232
Thomas Jones,238,2,2419.06,3,3,2,332
Thomas King,298,3,1289.33,4,3,2,432
Thomas Kumar,69,3,74.98,1,3,3,133
Thomas Lal,282,2,152.6,4,3,3,433
Thomas Lee,204,4,617.47,3,2,2,322
Thomas Lewis,206,3,68.97,3,3,3,333
Thomas Li,108,3,2376.9599999999996,2,3,2,232
Thomas Long,356,2,561.48,4,3,2,432
Thomas Lopez,78,3,1775.97,1,3,2,132
Thomas Martin,244,2,1735.98,3,3,2,332
Thomas Martinez,91,2,38.980000000000004,2,3,4,234
Thomas Miller,157,1,4.99,2,4,4,244
Thomas Mitchell,73,3,2380.47,1,3,2,132
Thomas Moore,335,4,3861.3895999999995,4,2,1,421
Thomas Nelson,78,2,68.49,1,3,3,133
Thomas Parker,279,4,84.46,4,2,3,423
Thomas Patterson,77,4,2369.959999999999,1,2,2,122
Thomas Perez,104,2,68.49,2,3,3,233
Thomas Perry,56,2,1750.98,1,3,2,132
Thomas Phillips,321,2,2589.0882,4,3,1,431
Thomas Powell,384,2,6021.62,4,3,1,431
Thomas Roberts,294,4,4163.24,4,2,1,421
Thomas Robinson,26,3,58.47,1,3,3,133
Thomas Rodriguez,278,5,133.96,4,1,3,413
Thomas Ross,750,1,2071.4196,4,4,2,442
Thomas Russell,360,3,68.97,4,3,3,433
Thomas Sanchez,186,2,56.97,3,3,3,333
Thomas Shan,44,4,1382.46,1,2,2,122
Thomas Sharma,94,5,121.94,2,1,3,213
Thomas Simmons,141,1,4.99,2,4,4,244
Thomas Smith,20,3,92.97,1,3,3,133
Thomas Taylor,67,2,548.98,1,3,2,132
Thomas Thomas,100,3,2624.0782,2,3,1,231
Thomas Thompson,73,3,94.97,1,3,3,133
Thomas Turner,37,5,617.9100000000001,1,1,2,112
Thomas Walker,28,6,143.95,1,1,3,113
Thomas Wang,103,3,1728.27,2,3,2,232
Thomas Washington,181,3,37.43,3,3,4,334
Thomas White,186,5,3359.897499999999,3,1,1,311
Thomas Williams,120,4,88.46,2,2,3,223
Thomas Wilson,115,1,4.99,2,4,4,244
Thomas Wright,238,4,3357.7174999999997,3,2,1,321
Thomas Yang,295,2,839.48,4,3,2,432
Thomas Young,884,1,3578.27,4,4,1,441
Thomas Zhang,172,5,5948.24,3,1,1,311
Tiffany Cai,76,4,4133.24,1,2,1,121
Tiffany Chen,213,5,4167.3099999999995,3,1,1,311
Tiffany Gao,58,6,5948.49,1,1,1,111
Tiffany Guo,74,5,1272.5182000000002,1,1,2,112
Tiffany He,144,4,83.97,2,2,3,223
Tiffany Hu,286,2,2483.98,4,3,2,432
Tiffany Huang,67,3,1205.47,1,3,2,132
Tiffany Li,56,5,6685.59,1,1,1,111
Tiffany Liang,112,9,113.36,2,1,3,213
Tiffany Lin,232,3,4401.3996,3,3,1,331
Tiffany Liu,75,2,34.98,1,3,4,134
Tiffany Lu,291,3,48.980000000000004,4,3,4,434
Tiffany Ma,56,2,39.980000000000004,1,3,4,134
Tiffany Sun,120,3,3932.5424999999996,2,3,1,231
Tiffany Wang,179,3,48.97,3,3,4,334
Tiffany Xu,101,2,13.98,2,3,4,234
Tiffany Yang,135,2,4624.9125,2,3,1,231
Tiffany Ye,163,2,561.48,2,3,2,232
Tiffany Zeng,185,2,39.99,3,3,4,334
Tiffany Zhang,277,3,43.97,4,3,4,434
Tiffany Zhao,38,4,4775.63,1,2,1,121
Tiffany Zhou,118,3,184.48,2,3,3,233
Tiffany Zhu,61,3,1953.47,1,3,2,132
Tiffany Zimmerman,189,4,2997.3199999999997,3,2,1,321
Timothy Allen,301,4,2407.0399999999995,4,2,2,422
Timothy Bailey,85,2,12.940000000000001,2,3,4,234
Timothy Baker,203,2,119.97999999999999,3,3,3,333
Timothy Bell,352,2,78.97999999999999,4,3,3,433
Timothy Brooks,171,3,1775.47,3,3,2,332
Timothy Campbell,35,2,13.98,1,3,4,134
Timothy Collins,278,4,2468.0399999999995,4,2,2,422
Timothy Cook,235,1,24.99,3,4,4,344
Timothy Cooper,83,4,3198.5681999999997,1,2,1,121
Timothy Cox,41,5,5985.3099999999995,1,1,1,111
Timothy Edwards,160,4,114.96000000000001,2,2,3,223
Timothy Evans,6,3,42.93,1,3,4,134
Timothy Gonzalez,251,5,146.95000000000002,3,1,3,313
Timothy Gray,98,3,553.97,2,3,2,232
Timothy Green,0,2,38.98,1,3,4,134
Timothy Hall,225,2,75.97,3,3,3,333
Timothy Hernandez,151,4,45.95,2,2,4,224
Timothy Hill,157,3,848.47,2,3,2,232
Timothy Howard,250,2,574.98,3,3,2,332
Timothy James,382,4,2670.8895999999995,4,2,1,421
Timothy Kelly,108,1,4.99,2,4,4,244
Timothy King,80,3,554.97,1,3,2,132
Timothy Lopez,155,3,63.47,2,3,3,233
Timothy Mitchell,156,2,561.48,2,3,2,232
Timothy Morgan,89,11,242.50000000000003,2,1,3,213
Timothy Morris,347,1,4.99,4,4,4,444
Timothy Murphy,127,2,56.97,2,3,3,233
Timothy Nelson,15,2,39.980000000000004,1,3,4,134
Timothy Parker,43,2,4144.34,1,3,1,131
Timothy Perez,148,1,4.99,2,4,4,244
Timothy Peterson,3,2,123.97999999999999,1,3,3,133
Timothy Phillips,704,1,2443.35,4,4,2,442
Timothy Ramirez,223,3,1149.47,3,3,2,332
Timothy Reed,320,5,1808.45,4,1,2,412
Timothy Rivera,86,3,60.47,2,3,3,233
Timothy Rogers,79,3,68.97,1,3,3,133
Timothy Sanchez,83,1,21.98,1,4,4,144
Timothy Sanders,250,4,74.46,3,2,3,323
Timothy Scott,239,2,5279.26,3,3,1,331
Timothy Sneath,9,5,122.96000000000001,1,1,3,113
Timothy Stewart,113,8,105.19000000000001,2,1,3,213
Timothy Turner,104,6,119.86,2,1,3,213
Timothy Ward,305,3,63.97,4,3,3,433
Timothy Watson,270,1,24.99,4,4,4,444
Timothy Wright,290,2,27.279999999999998,4,3,4,434
Timothy Young,886,1,3578.27,4,4,1,441
Tina Arthur,322,1,35.0,4,4,4,444
Tina Chandra,58,7,5237.729599999999,1,1,1,111
Tina Fernandez,192,4,562.96,3,2,2,322
Tina Garcia,149,2,83.98,2,3,3,233
Tina Gonzalez,237,3,5314.25,3,3,1,331
Tina Kapoor,209,2,777.34,3,3,2,332
Tina Lopez,180,4,2433.0399999999995,3,2,2,322
Tina Madan,297,2,2419.06,4,3,2,432
Tina Malhotra,160,3,599.47,2,3,2,232
Tina Martinez,52,4,4748.24,1,2,1,121
Tina Mehta,240,5,8136.019999999999,3,1,1,311
Tina Perez,229,2,7.28,3,3,4,334
Tina Prasad,58,1,4.99,1,4,4,144
Tina Rana,332,2,119.97999999999999,4,3,3,433
Tina Rodriguez,42,3,22.93,1,3,4,134
Tina Sai,135,2,3772.4096,2,3,1,231
Tina Sanchez,100,4,4514.9696,2,2,1,221
Tina Sara,95,4,4158.32,2,2,1,221
Tina Smith,265,3,6056.61,4,3,1,431
Tina Subram,340,5,79.46000000000001,4,1,3,413
Tina Suri,343,1,28.99,4,4,4,444
Tina Vance,377,2,1249.84,4,3,2,432
Todd Chow,312,2,39.980000000000004,4,3,4,434
Todd Gao,228,6,8129.019999999999,3,1,1,311
Todd Guo,159,2,14.98,2,3,4,234
Todd Huang,236,7,5202.219599999999,3,1,1,311
Todd Li,234,7,179.43000000000004,3,1,3,313
Todd Liang,321,4,201.27,4,2,3,423
Todd Lin,77,2,548.98,1,3,2,132
Todd Lu,137,2,14.98,2,3,4,234
Todd Ma,14,4,109.46000000000001,1,2,3,123
Todd Rowe,39,7,233.94,1,1,3,113
Todd She,330,1,4.99,4,4,4,444
Todd Sun,230,2,76.97,3,3,3,333
Todd Wang,116,7,7224.68,2,1,1,211
Todd Xu,358,1,69.99,4,4,3,443
Todd Yang,300,2,6021.62,4,3,1,431
Todd Zeng,262,6,5582.908199999999,3,1,1,311
Todd Zhang,74,4,3127.2499999999995,1,2,1,121
Todd Zhao,91,2,548.98,2,3,2,232
Todd Zheng,168,3,172.98000000000002,3,3,3,333
Todd Zhu,50,5,6011.3099999999995,1,1,1,111
Tommy Anand,256,1,24.99,3,4,4,344
Tommy Black,52,1,4.99,1,4,4,144
Tommy Champion,158,2,7.28,2,3,4,234
Tommy Chander,5,3,78.26,1,3,3,133
Tommy Goel,84,5,3980.522499999999,1,1,1,111
Tommy Jai,136,4,2853.5681999999997,2,2,1,221
Tommy Kumar,250,5,100.24999999999999,3,1,3,313
Tommy Lal,199,2,78.98,3,3,3,333
Tommy Nara,105,3,38.92,2,3,4,234
Tommy Nath,220,2,7.28,3,3,4,334
Tommy Pal,184,4,3010.0324999999993,3,2,1,321
Tommy Raheem,86,4,3053.3199999999997,2,2,1,221
Tommy Raje,44,5,4101.7575,1,1,1,111
Tommy Raji,49,2,1174.48,1,3,2,132
Tommy Shan,375,2,1155.48,4,3,2,432
Tommy Sharma,129,3,4921.69,2,3,1,231
Tommy Shen,354,1,21.49,4,4,4,444
Tommy Tang,511,1,2049.0982,4,4,2,442
Tommy Xie,358,2,23.779999999999998,4,3,4,434
Tommy Yuan,175,2,3882.5525,3,3,1,331
Toni Arun,95,4,3941.5324999999993,2,2,1,221
Toni Fernandez,262,1,9.99,3,4,4,344
Toni Garcia,89,2,4886.7,2,3,1,231
Toni Gonzalez,226,6,2890.408199999999,3,1,1,311
Toni Kapoor,56,3,3298.9381999999996,1,3,1,131
Toni Lopez,69,1,21.49,1,4,4,144
Toni Madan,299,2,119.97999999999999,4,3,3,433
Toni Malhotra,152,2,1903.48,2,3,2,232
Toni Martinez,348,2,162.99,4,3,3,433
Toni Mehta,176,2,34.98,3,3,4,334
Toni Patel,151,4,1894.0682000000002,2,2,2,222
Toni Perez,155,6,113.94,2,1,3,213
Toni Prasad,255,2,777.34,3,3,2,332
Toni Raman,173,5,128.95000000000002,3,1,3,313
Toni Randall,36,4,66.25999999999999,1,2,3,123
Toni Rodriguez,56,2,39.980000000000004,1,3,4,134
Toni Sai,241,4,588.96,3,2,2,322
Toni Sanchez,59,2,44.980000000000004,1,3,4,134
Toni Sara,104,8,6750.5599999999995,2,1,1,211
Toni Srini,282,3,37.269999999999996,4,3,4,434
Toni Sullivan,124,1,3.99,2,4,4,244
Toni Suri,42,2,4698.76,1,3,1,131
Toni Vance,133,3,123.48,2,3,3,233
Tony Anand,233,3,2398.0499999999997,3,3,2,332
Tony Black,165,1,28.99,2,4,4,244
Tony Chande,103,4,3086.8199999999997,2,2,1,221
Tony Chander,237,5,4546.7925,3,1,1,311
Tony Deng,333,3,2457.3299999999995,4,3,2,432
Tony Jai,286,2,14.98,4,3,4,434
Tony Kumar,259,2,6021.62,3,3,1,331
Tony Lal,40,3,565.47,1,3,2,132
Tony Luo,67,1,21.49,1,4,4,144
Tony Nara,354,5,6090.589999999999,4,1,1,411
Tony Natsuhara,182,5,2770.522499999999,3,1,1,311
Tony Pal,89,6,4644.7474999999995,2,1,1,211
Tony Rai,138,4,588.96,2,2,2,222
Tony Raje,143,2,1155.48,2,3,2,232
Tony Raji,139,2,7.28,2,3,4,234
Tony Shan,2,5,70.25,1,1,3,113
Tony Sharma,375,4,6058.21,4,2,1,421
Tony She,127,2,85.48,2,3,3,233
Tony Shen,128,2,548.98,2,3,2,232
Tony Tang,64,4,3115.2699999999995,1,2,1,121
Tony Xie,727,1,2071.4196,4,4,2,442
Tony Xu,231,2,2721.5525,3,3,1,331
Tonya Anand,169,2,574.98,3,3,2,332
Tonya Andersen,198,4,4529.0382,3,2,1,321
Tonya Black,351,3,89.97,4,3,3,433
Tonya Chande,48,5,8123.029999999999,1,1,1,111
Tonya Chander,32,3,113.97,1,3,3,133
Tonya Deng,285,3,64.97,4,3,3,433
Tonya Goel,94,3,23.97,2,3,4,234
Tonya Kumar,48,4,4173.32,1,2,1,121
Tonya Lal,277,1,3.99,4,4,4,444
Tonya Luo,284,2,162.99,4,3,3,433
Tonya Nara,231,4,123.96000000000001,3,2,3,323
Tonya Nath,225,4,2552.8199999999993,3,2,1,321
Tonya Pal,220,3,68.97,3,3,3,333
Tonya Rai,179,3,2155.9174999999996,3,3,2,332
Tonya Raje,350,2,37.29,4,3,4,434
Tonya Raji,298,1,2384.07,4,4,2,442
Tonya Shan,248,3,38.88,3,3,4,334
Tonya Sharma,145,2,6.28,2,3,4,234
Tonya She,302,2,4698.76,4,3,1,431
Tonya Shen,272,3,1518.5782000000002,4,3,2,432
Tonya Tang,97,3,3234.29,2,3,1,231
Tonya Xie,174,2,1155.48,3,3,2,332
Tonya Xu,93,5,80.94,2,1,3,213
Tracy Andersen,328,2,4118.26,4,3,1,431
Tracy Black,325,4,2164.9074999999993,4,2,2,422
Tracy Chande,86,3,2639.0782,2,3,1,231
Tracy Chapman,107,4,4534.459999999999,2,2,1,221
Tracy Deng,281,2,37.29,4,3,4,434
Tracy Goel,0,3,51.459999999999994,1,3,3,133
Tracy Jai,313,1,24.99,4,4,4,444
Tracy Lal,310,2,12.940000000000001,4,3,4,434
Tracy Nath,198,3,35.23,3,3,4,334
Tracy Pal,226,5,4838.32,3,1,1,311
Tracy Rai,232,3,4417.75,3,3,1,331
Tracy Raje,97,1,539.99,2,4,2,242
Tracy Raji,94,1,1700.99,2,4,2,242
Tracy Shan,89,3,68.97,2,3,3,233
Tracy Sharma,54,2,23.779999999999998,1,3,4,134
Tracy She,317,2,14.98,4,3,4,434
Tracy Simpson,1,2,133.49,1,3,3,133
Tracy Xu,122,4,4787.74,2,2,1,221
Tracy Yuan,2,3,149.98,1,3,3,133
Trevor Alexander,43,2,38.980000000000004,1,3,4,134
Trevor Barnes,265,3,64.97,4,3,3,433
Trevor Bryant,68,6,6704.08,1,1,1,111
Trevor Butler,361,1,69.99,4,4,3,443
Trevor Coleman,187,1,3.99,3,4,4,344
Trevor Diaz,60,4,54.96,1,2,3,123
Trevor Flores,15,3,34.47,1,3,4,134
Trevor Foster,279,1,69.99,4,4,3,443
Trevor Gonzales,210,7,143.53,3,1,3,313
Trevor Harrison,172,7,143.91,3,1,3,313
Trevor Henderson,318,3,144.47,4,3,3,433
Trevor Hughes,43,4,5922.53,1,2,1,121
Trevor Jenkins,63,4,44.57,1,2,4,124
Trevor Long,58,4,2448.0399999999995,1,2,2,122
Trevor Patterson,330,3,49.97,4,3,3,433
Trevor Perry,135,2,1155.48,2,3,2,232
Trevor Powell,56,2,1322.98,1,3,2,132
Trevor Price,85,5,4416.379599999999,2,1,1,211
Trevor Ross,49,3,5971.33,1,3,1,131
Trevor Russell,101,2,39.980000000000004,2,3,4,234
Trevor Simmons,190,3,5875.55,3,3,1,331
Trevor Washington,153,3,4442.1582,2,3,1,231
Trevor Wood,230,1,4.99,3,4,4,344
Trinity Bailey,175,4,1184.46,3,2,2,322
Trinity Bell,46,2,751.34,1,3,2,132
Trinity Brooks,105,3,128.97,2,3,3,233
Trinity Cook,55,3,2450.0782,1,3,2,132
Trinity Cooper,295,2,68.49,4,3,3,433
Trinity Cox,297,4,588.96,4,2,2,422
Trinity Gray,94,3,1179.97,2,3,2,232
Trinity Howard,105,4,4447.1482,2,2,1,221
Trinity James,339,2,7.28,4,3,4,434
Trinity Kelly,169,3,15.23,3,3,4,334
Trinity Morgan,63,2,1264.84,1,3,2,132
Trinity Morris,84,3,63.97,1,3,3,133
Trinity Murphy,249,1,24.99,3,4,4,344
Trinity Ramirez,119,2,2438.06,2,3,2,232
Trinity Reed,89,3,2309.9699999999993,2,3,2,232
Trinity Richardson,49,9,6754.0599999999995,1,1,1,111
Trinity Rogers,127,5,99.9,2,1,3,213
Trinity Sanchez,430,1,2181.5625,4,4,2,442
Trinity Sanders,218,4,44.22,3,2,4,324
